,Name,Marketcap,Price,Circ. Supply,Blockchain,24h Change,7d Change
1422,Centauri CTX , 133.13K,0, 43.24M, Own Blockchain,0,0
1423,iDealCash DEAL , 132.03K,0, 1.44B, Own Blockchain,0,0
1424,PRASM PSM , 130.25K,0, 2.25B, Ethereum (ERC20),0,0
1425,OptiToken OPTI , 130.05K,0, 27.88M, Ethereum (ERC20),0,0
1426,GlobalToken GLT , 129.63K,0, 86.85M, Own Blockchain,0,0
1427,Cryptonite XCN , 129.31K,0, 708.51M, Own Blockchain,0,0
1428,SportyCo SPF , 128.13K,0, 54.59M, Ethereum (ERC20),0,0
1429,Blocktix TIX , 127.28K,0, 40M, Ethereum (ERC20),0,0
1430,Alt.Estate ALT , 91.2K,0, 724.18M, Ethereum (ERC20),0,0
1431,Signals Network SGN , 126.93K,0, 88.14M, Ethereum (ERC20),0,0
1432,Transcodium TNS , 126.1K,0, 58.55M, Ethereum (ERC20),0,0
1433,WavesGo WGO , 125.27K,0, 7.63M, Waves,0,0
1434,Quantis Network QUAN , 123.87K,0, 189.7M, Own Blockchain,0,0
1435,LiteDoge LDOGE , 123.29K,0, 16.42B, Own Blockchain,0,0
1436,Netrum NTR , 123.21K,0, 2.47M, Own Blockchain,0,0
1437,x42 Protocol X42 , 123.03K,0, 16.2M, Own Blockchain,0,0
1438,CatoCoin CATO , 122.05K,0, 15.31M, Own Blockchain,0,0
1439,JSEcoin JSE , 121.99K,0, 443.48M, Ethereum (ERC20),0,0
1440,Imbrex REX , 121.2K,0, 8.66M, Own Blockchain,0,0
1441,bitEUR BITEUR , 119.45K,0, 107.71K, BitShares,0,0
1442,Auctus AUC , 119.37K,0, 29.85M, Ethereum (ERC20),0,0
1443,TRONCLASSIC TRXC , 119.36K,0, 465.11B, Ethereum (ERC20),0,0
1444,FantasyGold FGC , 118.01K,0, 16.24M, Own Blockchain,0,0
1445,Netbox Coin NBX , 117.16K,0, 4.78M, Own Blockchain,0,0
1446,ProxyNode PRX , 114.59K,0, 137.12M, Own Blockchain,0,0
1447,MFCoin MFC , 114.47K,0, 20.45M, Own Blockchain,0,0
1448,Lampix PIX , 114.05K,0, 135.32M, Ethereum (ERC20),0,0
1449,EtherSportz ESZ , 113.75K,0, 3M, Ethereum (ERC20),0,0
1450,LoMoCoin LMC , 112.6K,0, 280.45M, Own Blockchain,0,0
1451,Adelphoi ADL , 112.12K,0, 20.72M, Nxt,0,0
1452,Unify UNIFY , 111.85K,0, 18.19M, Own Blockchain,0,0
1453,WandX WAND , 111.77K,0, 12.24M, Ethereum (ERC20),0,0
1454,Tokes TKS , 111.11K,0, 1.32M, Waves,0,0
1455,TrezarCoin TZC , 110.75K,0, 178.25M, Own Blockchain,0,0
1456,Megacoin MEC , 110.67K,0, 38.27M, Own Blockchain,0,0
1457,Universe UNI , 109.08K,0, 83.41M, Own Blockchain,0,0
1458,XGOX XGOX , 108.96K,0, 2.38B, Own Blockchain,0,0
1459,Fantasy Sports DFS , 108.65K,0, 4.53M, Ethereum (ERC20),0,0
1460,Guaranteed Ethurance Token Extra GETX , 108.49K,0, 300M, Ethereum (ERC20),0,0
1461,BoutsPro BOUTS , 107.83K,0, 76.62M, Ethereum (ERC20),0,0
1462,SIMDAQ SMQ , 107.7K,0, 17.62M, Waves,0,0
1463,BlueCoin BLU , 107.22K,0, 574.68M, Own Blockchain,0,0
1464,Beacon BECN , 107.03K,0, 10.24M, Own Blockchain,0,0
1465,Emerald Crypto EMD , 107K,0, 19.12M, Own Blockchain,0,0
1466,Synergy SNRG , 106.83K,0, 4.9M, Own Blockchain,0,0
1467,Rentberry BERRY , 106.42K,0, 301.43M, Ethereum (ERC20),0,0
1468,Photon PHO , 106.13K,0, 30.93B, Own Blockchain,0,0
1469,GoldFund GFUN , 105.98K,0, 163.23M, Ethereum (ERC20),0,0
1470,Advanced Technology Coin ARC , 105.75K,0, 26.25M, Own Blockchain,0,0
1471,Aphelion APH , 105.63K,0, 50M, NEO,0,0
1472,Helpico HELP , 104.28K,0, 23.63K, Own Blockchain,0,0
1473,Mincoin MNC , 104.11K,0, 5.94M, Own Blockchain,0,0
1474,Asian Dragon AD , 103.96K,0, 60.07M, Ethereum (ERC20),0,0
1475,GravityCoin GXX , 102.8K,0, 2.7M, Own Blockchain,0,0
1476,SnodeCoin SND , 102.62K,0, 37.33M, Own Blockchain,0,0
1477,Bitcoin Fast BTCF , 101.92K,0, 10.95M, Stellar,0,0
1478,AllSafe ASAFE , 101.23K,0, 9.11M, Own Blockchain,0,0
1479,Engagement Token ENGT , 101.09K,0, 415.26M, Ethereum (ERC20),0,0
1480,BLOC.MONEY BLOC , 100.11K,0, 10.73M, Own Blockchain,0,0
1481,Emphy EPY , 99.99K,0, 7.92M, Ethereum (ERC20),0,0
1482,Elysian ELY , 98.44K,0, 97.97M, Ethereum (ERC20),0,0
1483,Bonpay BON , 96.9K,0, 11.29M, Ethereum (ERC20),0,0
1484,Save Environment Token SET , 96.81K,0, 961.39K, Ethereum (ERC20),0,0
1485,Version V , 96.38K,0, 596.28M, Own Blockchain,0,0
1486,Advanced Internet Blocks AIB , 96.43K,0, 32.85M, Own Blockchain,0,0
1487,Elcoin EL , 96.2K,0, 11.21M, Ethereum (ERC20),0,0
1488,ETHplode ETHPLO , 95.19K,0, 16.54M, Ethereum (ERC20),0,0
1489,PopularCoin POP , 95.05K,0, 3.97B, Own Blockchain,0,0
1490,PKG Token PKG , 94.04K,0, 8.97B, Ethereum (ERC20),0,0
1491,GCN Coin GCN , 94.33K,0, 172.08B, Own Blockchain,0,0
1492,Niobio Cash NBR , 94.03K,0, 137.2M, Own Blockchain,0,0
1493,Block-Logic BLTG , 93.93K,0, 22.9M, Own Blockchain,0,0
1494,AquariusCoin ARCO , 93.78K,0, 2.54M, Own Blockchain,0,0
1495,Level Up Coin LUC , 93.68K,0, 996.92M, Ethereum (ERC20),0,0
1496,IOTW IOTW , 93K,0, 33.26M, Ethereum (ERC20),0,0
1497,ShareX SEXC , 92.86K,0, 645.52M, Own Blockchain,0,0
1498,StrongHands Masternode SHMN , 92.65K,0, 1.59M, Own Blockchain,0,0
1499,Apollon XAP , 92.58K,0, 148.59M, Own Blockchain,0,0
1500,Apollon XAP , 92.58K,0, 148.59M, Own Blockchain,0,0
1501,Kalkulus KLKS , 92.42K,0, 16.79M, Own Blockchain,0,0
1502,CyberFM CYFM , 91.78K,0, 51.2B, Ethereum (ERC20),0,0
1503,InsaneCoin INSN , 91.49K,0, 23.92M, Own Blockchain,0,0
1504,EtherGem EGEM , 87.07K,0, 19.48M, Own Blockchain,0,0
1505,DraftCoin DFT , 90.1K,0, 8.72M, Own Blockchain,0,0
1506,Freyrchain FREC , 90.06K,0, 500M, Ethereum (ERC20),0,0
1507,bitBTC BITBTC , 89.61K,0, 0, BitShares,0,0
1508,Taklimakan Network TAN , 88.78K,0, 55.94M, Ethereum (ERC20),0,0
1509,Social Send SEND , 88.76K,0, 38.68M, Own Blockchain,0,0
1510,The Currency Analytics TCAT , 88.65K,0, 117.76M, Ethereum (ERC20),0,0
1511,Anoncoin ANC , 88.2K,0, 2.11M, Own Blockchain,0,0
1512,Powercoin PWR , 87.96K,0, 9.66B, Own Blockchain,0,0
1513,DeviantCoin DEV , 87.47K,0, 15.45M, Own Blockchain,0,0
1514,AceD ACED , 86.08K,0, 9.05M, Own Blockchain,0,0
1515,onG.social ONG , 85.39K,0, 61M, Ethereum (ERC20),0,0
1516,Universal Currency UNIT , 84.81K,0, 15.95M, Own Blockchain,0,0
1517,Bitradio BRO , 84.79K,0, 8.04M, Own Blockchain,0,0
1518,Narrative NRVE , 84.46K,0, 42.55M, NEO,0,0
1519,Zeitcoin ZEIT , 84.52K,0, 36.97B, Own Blockchain,0,0
1520,BitcoiNote BTCN , 84.26K,0, 10.87M, Own Blockchain,0,0
1521,More Coin MORE , 83.96K,0, 2M, Ethereum (ERC20),0,0
1522,Worldcore WRC , 83.71K,0, 178.1M, Ethereum (ERC20),0,0
1523,Bitclave CAT , 83.64K,0, 501.39M, Ethereum (ERC20),0,0
1524,GoByte GBX , 83.16K,0, 3.64M, Own Blockchain,0,0
1525,Leadcoin LDC , 82.87K,0, 784.4M, Ethereum (ERC20),0,0
1526,No BS Crypto NOBS , 82.62K,0, 1.25B, Ethereum (ERC20),0,0
1527,Silent Notary SNTR , 83.28K,0, 83.47B, Ethereum (ERC20),0,0
1528,Oxycoin OXY , 81.35K,0, 931.89M, Own Blockchain,0,0
1529,Sociall SCL , 80.54K,0, 16.71M, Own Blockchain,0,0
1530,MyWish WISH , 80.24K,0, 6.06M, Ethereum (ERC20),0,0
1531,RPICoin RPI , 79.27K,0, 849.72M, Own Blockchain,0,0
1532,WXCOINS WXC , 79.32K,0, 5.68M, Own Blockchain,0,0
1533,CDX Network CDX , 78.94K,0, 32.55M, Own Blockchain,0,0
1534,Patron PAT , 78.96K,0, 387.87M, Ethereum (ERC20),0,0
1535,Dynamite DYNMT , 78.78K,0, 224.48K, Ethereum (ERC20),0,0
1536,BitRewards BIT , 78.54K,0, 342.7M, Ethereum (ERC20),0,0
1537,Fabric Token FT , 78.15K,0, 24.59M, Ethereum (ERC20),0,0
1538,MMOCoin MMO , 77.79K,0, 59.87M, Own Blockchain,0,0
1539,Profile Utility Token PUT , 75.21K,0, 45.29M, QTUM,0,0
1540,EnterCoin ENTRC , 74.65K,0, 2.94M, Ethereum (ERC20),0,0
1541,Swing SWING , 74.39K,0, 4.38M, Own Blockchain,0,0
1542,EventChain EVC , 74.44K,0, 31.25M, Ethereum (ERC20),0,0
1543,Datarius Credit DTRC , 73.93K,0, 127.76M, Ethereum (ERC20),0,0
1544,DOWCOIN DOW , 73.96K,0, 11.81M, Ethereum (ERC20),0,0
1545,Kobocoin KOBO , 73.9K,0, 24.7M, Own Blockchain,0,0
1546,Crave CRAVE , 73.89K,0, 22.48M, Own Blockchain,0,0
1547,EurocoinToken ECTE , 73.58K,0, 1.67M, Ethereum (ERC20),0,0
1548,Deutsche eMark DEM , 73.04K,0, 53.65M, Own Blockchain,0,0
1549,Viuly VIU , 72.01K,0, 771.91M, Ethereum (ERC20),0,0
1550,Social Activity Token SAT , 71.07K,0, 126.97M, Ethereum (ERC20),0,0
1551,BetterBetting BETR , 71.06K,0, 273.15M, Ethereum (ERC20),0,0
1552,YENTEN YTN , 70.72K,0, 24.35M, Own Blockchain,0,0
1553,Verify CRED , 70.23K,0, 13.51M, Ethereum (ERC20),0,0
1554,Litecoin Plus LCP , 70.17K,0, 2.56M, Own Blockchain,0,0
1555,Daneel DAN , 70.01K,0, 20.24M, Ethereum (ERC20),0,0
1556,BitNautic Token BTNT , 71.16K,0, 16.23M, Ethereum (ERC20),0,0
1557,Adzcoin ADZ , 69.63K,0, 49.76M, Own Blockchain,0,0
1558,PrimeStone PSC , 69.57K,0, 19.21M, Own Blockchain,0,0
1559,Naviaddress NAVI , 69.48K,0, 242.55M, Ethereum (ERC20),0,0
1560,REBL REBL , 69.37K,0, 173.67M, Ethereum (ERC20),0,0
1561,BoatPilot NAVY , 68.92K,0, 73.86M, Ethereum (ERC20),0,0
1562,Bitether BTR , 68.8K,0, 56.74M, Ethereum (ERC20),0,0
1563,EquiTrader EQT , 68.65K,0, 12.67M, Own Blockchain,0,0
1564,Bitcoin Zero BZX , 68.58K,0, 22.34M, Own Blockchain,0,0
1565,SwiftCash SWIFT , 58.59K,0, 104.68M, Own Blockchain,0,0
1566,Ethereum Gold Project ETGP , 67.5K,0, 5.17B, Ethereum (ERC20),0,0
1567,GINcoin GIN , 67.53K,0, 7.4M, Own Blockchain,0,0
1568,TagCoin TAG , 66.58K,0, 6.43M, Own Blockchain,0,0
1569,Fire Lotto FLOT , 66.47K,0, 27.48M, Ethereum (ERC20),0,0
1570,Exosis EXO , 65.7K,0, 283.42K, Own Blockchain,0,0
1571,BlockCAT CAT , 65.67K,0, 7.36M, Ethereum (ERC20),0,0
1572,BLAST BLAST , 65.42K,0, 53.74M, Own Blockchain,0,0
1573,Evil Coin EVIL , 64.71K,0, 21.02M, Own Blockchain,0,0
1574,VeriME VME , 64.55K,0, 178.05M, Ethereum (ERC20),0,0
1575,Opal OPAL , 64.46K,0, 15.16M, Own Blockchain,0,0
1576,ZeusNetwork ZEUS , 64.44K,0, 70B, Waves,0,0
1577,AirWire WIRE , 62.78K,0, 120.06M, Own Blockchain,0,0
1578,Fundrequest FND , 63.79K,0, 47.78M, Ethereum (ERC20),0,0
1579,Thingschain TIC , 62.96K,0, 11.45B, Ethereum (ERC20),0,0
1580,NetKoin NTK , 63.39K,0, 4.45B, Ethereum (ERC20),0,0
1581,Rimbit RBT , 63.23K,0, 197.58M, Own Blockchain,0,0
1582,ethereumcash ECASH , 63.14K,0, 14.1M, Ethereum (ERC20),0,0
1583,MicroMoney AMM , 62.72K,0, 15.78M, Ethereum (ERC20),0,0
1584,XMCT XMCT , 62.56K,0, 105.32M, Ethereum (ERC20),0,0
1585,Newton Coin Project NCP , 62K,0, 180.71B, Own Blockchain,0,0
1586,MarteXcoin MXT , 61.44K,0, 3.72M, Own Blockchain,0,0
1587,Civitas CIV , 61.43K,0, 7.16M, Own Blockchain,0,0
1588,Vivid Coin VIVID , 61.42K,0, 6.19M, Own Blockchain,0,0
1589,OPCoinX OPCX , 60.6K,0, 162.4M, Own Blockchain,0,0
1590,CryptoSoul SOUL , 60.52K,0, 171.4M, Ethereum (ERC20),0,0
1591,ChessCoin CHESS , 60.49K,0, 54.03M, Own Blockchain,0,0
1592,Ignition IC , 60.3K,0, 1.02M, Own Blockchain,0,0
1593,Shping SHPING , 59.35K,0, 822.2M, Ethereum (ERC20),0,0
1594,Devery EVE , 58.86K,0, 62.92M, Ethereum (ERC20),0,0
1595,Agrolot AGLT , 58.76K,0, 65.25M, Ethereum (ERC20),0,0
1596,Bitnation XPAT , 58.5K,0, 27.11B, Ethereum (ERC20),0,0
1597,ATBCoin ATB , 54.48K,0, 42.04M, Own Blockchain,0,0
1598,Blockburn BURN , 58.11K,0, 640.21K, Ethereum (ERC20),0,0
1599,InternationalCryptoX INCX , 58.11K,0, 428.76M, Ethereum (ERC20),0,0
1600,BTCtalkcoin TALK , 57.08K,0, 65.29M, Own Blockchain,0,0
1601,Webchain WEB , 57.06K,0, 152.91M, Own Blockchain,0,0
1602,PRiVCY PRIV , 57.05K,0, 16.51M, Own Blockchain,0,0
1603,Arepacoin AREPA , 56.61K,0, 16.56M, Own Blockchain,0,0
1604,STRAKS STAK , 55.64K,0, 23.86M, Own Blockchain,0,0
1605,Elementeum ELET , 55.61K,0, 4.87M, Ethereum (ERC20),0,0
1606,Miners’ Reward Token MRT , 55.13K,0, 10M, Waves,0,0
1607,Bitblocks BBK , 54.92K,0, 117.74M, Own Blockchain,0,0
1608,Sp8de SPX , 54.28K,0, 7.78B, Ethereum (ERC20),0,0
1609,CyClean CCL , 60.52K,0, 678.45M, Ethereum (ERC20),0,0
1610,InvestFeed IFT , 53.56K,0, 191.38M, Ethereum (ERC20),0,0
1611,Bitcoiin B2G , 53.46K,0, 52.76M, Own Blockchain,0,0
1612,SiaCashCoin SCC , 53.44K,0, 12.09B, Ethereum (ERC20),0,0
1613,GoHelpFund HELP , 53.26K,0, 12.15M, Ethereum (ERC20),0,0
1614,Evedo EVED , 53.18K,0, 7.68M, Ethereum (ERC20),0,0
1615,Golos Gold GBG , 52.6K,0, 12.64M, Own Blockchain,0,0
1616,Moin MOIN , 52.01K,0, 8.71M, Own Blockchain,0,0
1617,TOKYO TOKC , 50.88K,0, 272.7M, Own Blockchain,0,0
1618,bitSilver BITSILVER , 50.57K,0, 21.28K, BitShares,0,0
1619,BEAT BEAT , 50.32K,0, 123.93M, Ethereum (ERC20),0,0
1620,vSlice VSL , 49.84K,0, 33.39M, Own Blockchain,0,0
1621,bitGold BITGOLD , 48.73K,0, 0, BitShares,0,0
1622,iTicoin ITI , 48.63K,0, 32K, Own Blockchain,0,0
1623,HyperQuant HQT , 48.13K,0, 89.08M, Ethereum (ERC20),0,0
1624,IGToken IG , 48.48K,0, 3.15B, Ethereum (ERC20),0,0
1625,Bitcoin Turbo Koin BTK , 47.94K,0, 17.19B, Ethereum (ERC20),0,0
1626,BBSCoin BBS , 47.81K,0, 83.6B, Own Blockchain,0,0
1627,Five Star Coin Pro FSCP , 47.33K,0, 3.84M, Ethereum (ERC20),0,0
1628,GuccioneCoin GCC , 47.31K,0, 20.29M, Own Blockchain,0,0
1629,Castle CSTL , 46.64K,0, 15.15M, Own Blockchain,0,0
1630,Rupiah Token IDRT , 46.32K,0, 640.73M, Ethereum (ERC20),0,0
1631,Veros VRS , 45.97K,0, 30.81M, Ethereum (ERC20),0,0
1632,InterValue INVE , 45.66K,0, 127.89M, Ethereum (ERC20),0,0
1633,ALLUVA ALV , 45.24K,0, 8.5M, Ethereum (ERC20),0,0
1634,Doge Token DOGET , 44.59K,0, 8.9B, Stellar,0,0
1635,Italian Lira ITL , 44.55K,0, 23.94B, Ethereum (ERC20),0,0
1636,PluraCoin PLURA , 44.55K,0, 467.8M, Own Blockchain,0,0
1637,Rupaya RUPX , 44.42K,0, 43.73M, Own Blockchain,0,0
1638,BitWhite BTW , 44.35K,0, 36.33M, Own Blockchain,0,0
1639,Decentralized Machine Learning DML , 44.88K,0, 63.03M, Own Blockchain,0,0
1640,Herbalist Token HERB , 44.45K,0, 9.5B, Ethereum (ERC20),0,0
1641,Waletoken WTN , 43.5K,0, 19.92B, Ethereum (ERC20),0,0
1642,CrowdWiz WIZ , 43.79K,0, 3.5M, Ethereum (ERC20),0,0
1643,Aegeus AEG , 44.72K,0, 36.59M, Own Blockchain,0,0
1644,Crowdholding YUP , 43.42K,0, 200.56M, Ethereum (ERC20),0,0
1645,Agora VOTE , 43.81K,0, 19.74M, Binance-Chain BEP-2,0,0
1646,PureVidz VIDZ , 43.21K,0, 125.28M, Own Blockchain,0,0
1647,2GIVE 2GIVE , 43.14K,0, 522.41M, Own Blockchain,0,0
1648,Bitcloud BTDX , 43.04K,0, 31.29M, Own Blockchain,0,0
1649,Iridium IRD , 42.82K,0, 19.23M, Own Blockchain,0,0
1650,DACH Coin DACHX , 42.6K,0, 21.16M, Own Blockchain,0,0
1651,Galactrum ORE , 42.59K,0, 4.61M, Own Blockchain,0,0
1652,Pedity PEDI , 42.37K,0, 1.37B, Stellar,0,0
1653,Thar Token THAR , 42.3K,0, 700K, Ethereum (ERC20),0,0
1654,FORCE FOR , 42.2K,0, 140.52M, Own Blockchain,0,0
1655,P2P Global Network P2PX , 42.15K,0, 31.47M, Ethereum (ERC20),0,0
1656,InterCrone ICR , 42.1K,0, 14.79M, Own Blockchain,0,0
1657,ClearCoin XCLR , 41.76K,0, 527.87M, Ethereum (ERC20),0,0
1658,ConnectJob CJT , 41.69K,0, 112.84M, Ethereum (ERC20),0,0
1659,SkinCoin SKIN , 41.34K,0, 88.18M, Ethereum (ERC20),0,0
1660,Obsidian ODN , 41K,0, 70.09M, Own Blockchain,0,0
1661,PAWS Fund PAWS , 36.8K,0, 1.91M, Own Blockchain,0,0
1662,Tokendesk TDS , 40.24K,0, 14.68M, Ethereum (ERC20),0,0
1663,Hype Token HYPE , 40.79K,0, 46.37M, Ethereum (ERC20),0,0
1664,Xuez XUEZ , 40.64K,0, 3.25M, Own Blockchain,0,0
1665,MODEL-X-coin MODX , 40.64K,0, 12.05M, Ethereum (ERC20),0,0
1666,Menlo One ONE , 40.66K,0, 300.4M, Ethereum (ERC20),0,0
1667,Thore Cash TCH , 40.54K,0, 55.06M, Ethereum (ERC20),0,0
1668,EXMR EXMR , 40.43K,0, 11.76M, Ethereum (ERC20),0,0
1669,LOCIcoin LOCI , 40.35K,0, 41.39M, Ethereum (ERC20),0,0
1670,Signatum SIGT , 40.29K,0, 107.97M, Own Blockchain,0,0
1671,BitStash STASH , 40.32K,0, 2.79B, Ethereum (ERC20),0,0
1672,BTC Lite BTCL , 40.12K,0, 18.7M, Own Blockchain,0,0
1673,Onix ONX , 39.95K,0, 107.07M, Own Blockchain,0,0
1674,MonacoCoin XMCC , 39.7K,0, 8.19M, Own Blockchain,0,0
1675,CommunityGeneration CGEN , 39.14K,0, 419.59M, Own Blockchain,0,0
1676,Ratecoin XRA , 38.97K,0, 122.45M, Own Blockchain,0,0
1677,Block Array ARY , 38.9K,0, 68.43M, Ethereum (ERC20),0,0
1678,Vsync VSX , 38.63K,0, 160.56M, Own Blockchain,0,0
1679,Intelligent Trading Foundation ITT , 38.61K,0, 9.81M, Own Blockchain,0,0
1680,Ether Kingdoms Token IMP , 36.78K,0, 6.67M, Ethereum (ERC20),0,0
1681,SuperCoin SUPER , 38.01K,0, 50.93M, Own Blockchain,0,0
1682,HYPNOXYS HYPX , 37.86K,0, 19.93B, Ethereum (ERC20),0,0
1683,BitStation BSTN , 37.83K,0, 4.7B, Ethereum (ERC20),0,0
1684,GoldBlocks GB , 37.75K,0, 15.56M, Own Blockchain,0,0
1685,PayCoin XPY , 36.93K,0, 12M, Own Blockchain,0,0
1686,Datacoin DTC , 36.87K,0, 39.53M, Own Blockchain,0,0
1687,ARAW ARAW , 36.91K,0, 3.06B, Ethereum (ERC20),0,0
1688,Stellar Classic XLMX , 36.53K,0, 571.82M, Ethereum (ERC20),0,0
1689,TransferCoin TX , 36.36K,0, 8.12M, Own Blockchain,0,0
1690,Italo XTA , 36.15K,0, 3.19M, Own Blockchain,0,0
1691,GenesisX XGS , 35.96K,0, 9.04M, Own Blockchain,0,0
1692,WITChain WIT , 35.7K,0, 1.98B, Ethereum (ERC20),0,0
1693,DeVault DVT , 35.05K,0, 75.14M, Own Blockchain,0,0
1694,Rubies RBIES , 34.98K,0, 10.42M, Own Blockchain,0,0
1695,Kind Ads Token KIND , 34.88K,0, 42.22M, Ethereum (ERC20),0,0
1696,Payfair PFR , 34.66K,0, 39.31M, Ethereum (ERC20),0,0
1697,Arqma ARQ , 34.54K,0, 2.04M, Own Blockchain,0,0
1698,Bee Token BEE , 34.27K,0, 236.63M, Ethereum (ERC20),0,0
1699,ELTCOIN ELTCOIN , 34.24K,0, 90M, Ethereum (ERC20),0,0
1700,ICO OpenLedger ICOO , 34.17K,0, 465.95K, BitShares,0,0
1701,Fox Trading FOXT , 34.11K,0, 9.11M, Ethereum (ERC20),0,0
1702,X-Coin XCO , 34.06K,0, 12.38M, Own Blockchain,0,0
1703,SmartCoin SMC , 33.95K,0, 25.7M, Own Blockchain,0,0
1704,Rupee RUP , 33.9K,0, 36.4M, Own Blockchain,0,0
1705,ARBITRAGE ARB , 33.92K,0, 4.09M, Ethereum (ERC20),0,0
1706,BriaCoin BRIA , 33.89K,0, 743.43K, Own Blockchain,0,0
1707,Cryptojacks CJ , 33.73K,0, 406.57M, Own Blockchain,0,0
1708,Spectrum SPT , 33.32K,0, 1.2B, Ethereum (ERC20),0,0
1709,Theresa May Coin MAY , 33.27K,0, 100.02M, Own Blockchain,0,0
1710,BERNcash BERN , 33.23K,0, 71.23M, Own Blockchain,0,0
1711,InflationCoin IFLT , 32.86K,0, 44.79B, Own Blockchain,0,0
1712,Joint Ventures JOINT , 32.84K,0, 22.13M, Ethereum (ERC20),0,0
1713,SteepCoin STEEP , 32.63K,0, 181.51M, Own Blockchain,0,0
1714,VIVO VIVO , 31.67K,0, 4.99M, Own Blockchain,0,0
1715,Escroco Emerald ESCE , 31.53K,0, 624.53M, Ethereum (ERC20),0,0
1716,Sonder SNR , 31.51K,0, 168.88M, Ethereum (ERC20),0,0
1717,Coin2.1 C2 , 31.16K,0, 78.25M, Own Blockchain,0,0
1718,Blakecoin BLC , 30.84K,0, 23.87M, Own Blockchain,0,0
1719,Gold Poker GPKR , 30.74K,0, 4.58M, Own Blockchain,0,0
1720,Ellaism ELLA , 30.71K,0, 19.36M, Own Blockchain,0,0
1721,Absolute ABS , 30.62K,0, 12.92M, Own Blockchain,0,0
1722,BitGuild PLAT PLAT , 30.38K,0, 59.57M, Ethereum (ERC20),0,0
1723,XDNA XDNA , 30.04K,0, 4.74M, Own Blockchain,0,0
1724,ArbitrageCT ARCT , 29.41K,0, 104.66M, Own Blockchain,0,0
1725,Digital Money Bits DMB , 29.33K,0, 104.79M, Own Blockchain,0,0
1726,Bata BTA , 29.21K,0, 5.05M, Own Blockchain,0,0
1727,EUNOMIA ENTS , 29.19K,0, 16.42B, Ethereum (ERC20),0,0
1728,Scopuly SKY , 28.82K,0, 2.19B, Stellar,0,0
1729,GUESS GUESS , 28.75K,0, 60.54M, Own Blockchain,0,0
1730,RouletteToken RLT , 27.71K,0, 10.61M, Ethereum (ERC20),0,0
1731,Mero Currency MRO , 27.41K,0, 15.04M, Ethereum (ERC20),0,0
1732,QUINADS QUIN , 27.17K,0, 13.19B, Ethereum (ERC20),0,0
1733,Joincoin J , 27.14K,0, 3.34M, Own Blockchain,0,0
1734,KZ Cash KZC , 27.06K,0, 1.56M, Own Blockchain,0,0
1735,ShowHand HAND , 26.69K,0, 61.91B, Ethereum (ERC20),0,0
1736,Tracto TRCT , 26.64K,0, 26.91M, Ethereum (ERC20),0,0
1737,PlatinumBAR XPTX , 26.4K,0, 2.16M, Own Blockchain,0,0
1738,Uptrennd 1UP , 26.31K,0, 4.55M, Ethereum (ERC20),0,0
1739,Dreamcoin DRM , 26.2K,0, 2.56M, Own Blockchain,0,0
1740,AdCoin ACC , 26.15K,0, 16.49M, Own Blockchain,0,0
1741,Darcrus DAR , 26.14K,0, 13.6M, Waves,0,0
1742,ProCurrency PROC , 25.92K,0, 103.74M, Own Blockchain,0,0
1743,MedicCoin MEDIC , 25.67K,0, 298.35M, Own Blockchain,0,0
1744,BitCoen BEN , 25.63K,0, 7M, Own Blockchain,0,0
1745,EtherInc ETI , 25.53K,0, 315.03M, Ethereum (ERC20),0,0
1746,Asura Coin ASA , 25.52K,0, 220.93M, NEO,0,0
1747,Pakcoin PAK , 25.29K,0, 68.59M, Own Blockchain,0,0
1748,Bitsum BSM , 25.19K,0, 1.58B, Own Blockchain,0,0
1749,EagleX EGX , 25.06K,0, 33.58M, Own Blockchain,0,0
1750,Arion ARION , 24.33K,0, 11.34M, Own Blockchain,0,0
1751,Regalcoin REC , 24.31K,0, 12.8M, Own Blockchain,0,0
1752,ROIyal Coin ROCO , 24.04K,0, 947.47K, Own Blockchain,0,0
1753,Garlicoin GRLC , 23.88K,0, 51.19M, Own Blockchain,0,0
1754,ZINC ZINC , 23.68K,0, 5.46M, Ethereum (ERC20),0,0
1755,TrustNote TTT , 23.61K,0, 310M, Own Blockchain,0,0
1756,StarterCoin STAC , 23.43K,0, 342.01M, Ethereum (ERC20),0,0
1757,FidexToken FEX , 23.36K,0, 29.13B, Ethereum (ERC20),0,0
1758,Cheesecoin CHEESE , 23.16K,0, 354.64M, Own Blockchain,0,0
1759,Bitcoin Red BTCRED , 23.06K,0, 21M, Ethereum (ERC20),0,0
1760,APR Coin APR , 23.04K,0, 9.69M, Own Blockchain,0,0
1761,Elixir ELIX , 22.77K,0, 35.49M, Ethereum (ERC20),0,0
1762,xEURO xEUR , 22.67K,0, 20.42K, Ethereum (ERC20),0,0
1763,Cream CRM , 22.44K,0, 45.11M, Own Blockchain,0,0
1764,PostCoin POST , 22.27K,0, 15.87M, Own Blockchain,0,0
1765,SpreadCoin SPR , 22.22K,0, 11.16M, Own Blockchain,0,0
1766,FuzzBalls FUZZ , 21.91K,0, 4.83M, Own Blockchain,0,0
1767,Scanetchain SWC , 21.86K,0, 839.51M, Ethereum (ERC20),0,0
1768,Zenswap Network Token ZNT , 21.64K,0, 12B, Ethereum (ERC20),0,0
1769,Gossipcoin GOSS , 21.49K,0, 30.6M, Own Blockchain,0,0
1770,Zoomba ZBA , 21.35K,0, 22.88M, Own Blockchain,0,0
